REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
BRONG AHAFO,ATEBUBU -AMANTIN,2014,PLANTAIN,11.52,0.95,11.00
BRONG AHAFO,TAIN,2014,PLANTAIN,61.00,6.02,367.00
BRONG AHAFO, WENCHI MUNICIPAL ,2014,GROUNDNUT,821.00,0.80,660.00
BRONG AHAFO,SENE,2014,GROUNDNUT,3105.00,1.10,3420.00
BRONG AHAFO,NKORANZA SOUTH,2014,GROUNDNUT,2215.00,0.90,1990.00
BRONG AHAFO,TECHIMAN MUNICIPAL,2014,GROUNDNUT,230.00,0.96,221.00
BRONG AHAFO,KINTAMPO NORTH,2014,GROUNDNUT,2800.00,1.39,3895.00
BRONG AHAFO,ATEBUBU -AMANTIN,2014,GROUNDNUT,1680.00,1.54,2587.20
BRONG AHAFO,PRU,2014,GROUNDNUT,2415.00,1.38,3342.00
BRONG AHAFO,TAIN,2014,GROUNDNUT,643.00,1.22,786.00
BRONG AHAFO, WENCHI MUNICIPAL ,2014,COWPEA,2434.00,0.85,2065.00
BRONG AHAFO,NKORANZA SOUTH,2014,COWPEA,2921.00,0.91,2654.00
BRONG AHAFO,TECHIMAN MUNICIPAL,2014,COWPEA,735.00,1.19,872.00
BRONG AHAFO,KINTAMPO NORTH,2014,COWPEA,895.00,1.29,1156.00
BRONG AHAFO,ATEBUBU -AMANTIN,2014,COWPEA,508.00,1.29,654.00
BRONG AHAFO,TAIN,2014,COWPEA,482.00,1.23,592.00
CENTRAL,UPPER DENKYIRA EAST,2014,COCOYAM,1559.00,5.61,8745.99
CENTRAL,UPPER DENKYIRA WEST,2014,COCOYAM,3310.00,5.10,16881.00
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2014,COCOYAM,629.00,3.42,2151.18
CENTRAL,ASSIN SOUTH,2014,COCOYAM,798.00,4.00,3192.00
CENTRAL,ASSIN NORTH,2014,COCOYAM,1232.00,2.30,2833.60
CENTRAL,ABURA-ASEBU-KWAMANKESE,2014,COCOYAM,648.00,4.40,2851.20
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2014,COCOYAM,19.30,5.10,98.43
CENTRAL,AJUMAKO-ENYAN-ESIAM,2014,COCOYAM,908.00,6.00,5448.00
CENTRAL,AGONA WEST (SWEDRU),2014,COCOYAM,35.20,3.00,105.60
CENTRAL,UPPER DENKYIRA EAST,2014,PLANTAIN,2366.00,8.87,20986.42
CENTRAL,UPPER DENKYIRA WEST,2014,PLANTAIN,3512.00,9.10,31959.20
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2014,PLANTAIN,2841.00,9.03,25654.23
CENTRAL,ASSIN SOUTH,2014,PLANTAIN,1754.00,11.50,20171.00
CENTRAL,ASSIN NORTH,2014,PLANTAIN,1935.00,7.20,13932.00
CENTRAL,ABURA-ASEBU-KWAMANKESE,2014,PLANTAIN,1478.00,1.54,2276.12
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2014,PLANTAIN,519.00,9.30,4826.70
CENTRAL,MFANTSIMAN,2014,PLANTAIN,440.00,7.40,3256.00
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2014,PLANTAIN,605.00,8.40,5082.00
CENTRAL,AJUMAKO-ENYAN-ESIAM,2014,PLANTAIN,698.00,7.50,5235.00
CENTRAL,EFFUTU (WINNEBA),2014,PLANTAIN,17.00,11.45,194.65
CENTRAL,AWUTU-SENYA,2014,PLANTAIN,57.00,13.81,787.17
CENTRAL,GOMOA EAST,2014,PLANTAIN,17.00,10.00,170.00
CENTRAL,GOMOA WEST,2014,PLANTAIN,19.00,8.86,168.34
CENTRAL,CAPE COAST,2014,PLANTAIN,132.00,6.70,884.40
CENTRAL,AGONA EAST,2014,PLANTAIN,1468.00,6.82,10011.76
CENTRAL,AGONA WEST (SWEDRU),2014,PLANTAIN,1335.00,12.30,16420.50
EASTERN,BIRIM SOUTH,2014,COCOYAM,1768.00,9.30,16442.40
EASTERN,BIRIM CENTRAL,2014,COCOYAM,2379.00,9.40,22362.60
EASTERN,WEST AKIM,2014,COCOYAM,1248.00,7.10,8860.80
EASTERN,SUHUM KRABOA COALTAR,2014,COCOYAM,561.00,8.10,4544.10
EASTERN,AKUAPIM SOUTH,2014,COCOYAM,285.00,5.30,1510.50
EASTERN,AKUAPIM NORTH,2014,COCOYAM,317.00,8.10,2567.70
EASTERN,NEW JUABEN,2014,COCOYAM,324.00,7.80,2527.20
EASTERN,YILO KROBO,2014,COCOYAM,832.00,5.30,4409.60
EASTERN,EAST AKIM,2014,COCOYAM,2258.00,8.50,19193.00
EASTERN,ATIWA,2014,COCOYAM,3558.00,9.90,35224.20
EASTERN,KWAEBIBIREM,2014,COCOYAM,2725.00,8.70,23707.50
EASTERN,BIRIM NORTH,2014,COCOYAM,934.00,8.20,7658.80
EASTERN,AKYEMANSA,2014,COCOYAM,1323.00,8.60,11377.80
EASTERN,KWAHU WEST,2014,COCOYAM,1091.00,7.78,8487.98
EASTERN,KWAHU SOUTH,2014,COCOYAM,499.00,7.70,3842.30
EASTERN,KWAHU EAST,2014,COCOYAM,475.00,7.60,3610.00
EASTERN,FANTEAKWA,2014,COCOYAM,7598.00,8.90,67622.20
EASTERN,AFRAM PLAINS,2014,COCOYAM,40.00,5.00,200.00
EASTERN,ASUOGYAMAN,2014,COCOYAM,36.00,5.00,180.00
EASTERN,LOWER MANYA KROBO,2014,COCOYAM,50.00,7.00,350.00
EASTERN,UPPER MANYA KROBO,2014,COCOYAM,78.00,7.00,546.00
EASTERN,BIRIM SOUTH,2014,PLANTAIN,3636.00,10.80,39268.80
EASTERN,BIRIM CENTRAL,2014,PLANTAIN,4956.00,10.70,53029.20
EASTERN,WEST AKIM,2014,PLANTAIN,9694.00,10.25,99363.50
EASTERN,SUHUM KRABOA COALTAR,2014,PLANTAIN,7590.00,8.70,66033.00
EASTERN,AKUAPIM SOUTH,2014,PLANTAIN,1560.00,9.30,14508.00
EASTERN,AKUAPIM NORTH,2014,PLANTAIN,1620.00,9.80,15876.00
EASTERN,NEW JUABEN,2014,PLANTAIN,831.00,10.40,8642.40
EASTERN,YILO KROBO,2014,PLANTAIN,596.00,9.20,5483.20
EASTERN,EAST AKIM,2014,PLANTAIN,4973.00,10.70,53211.10
EASTERN,ATIWA,2014,PLANTAIN,8019.00,8.60,68963.40
EASTERN,KWAEBIBIREM,2014,PLANTAIN,5860.00,10.00,58600.00
EASTERN,BIRIM NORTH,2014,PLANTAIN,4440.00,10.42,46264.80
EASTERN,AKYEMANSA,2014,PLANTAIN,6363.00,9.90,62993.70
EASTERN,KWAHU WEST,2014,PLANTAIN,2425.00,10.50,25462.50
EASTERN,KWAHU SOUTH,2014,PLANTAIN,4490.00,9.50,42655.00
EASTERN,KWAHU EAST,2014,PLANTAIN,3045.00,9.40,28623.00
EASTERN,FANTEAKWA,2014,PLANTAIN,13727.00,10.70,146878.90
EASTERN,AFRAM PLAINS,2014,PLANTAIN,136.00,6.80,924.80
EASTERN,ASUOGYAMAN,2014,PLANTAIN,902.00,8.30,7486.60
EASTERN,LOWER MANYA KROBO,2014,PLANTAIN,248.00,9.70,2405.60
EASTERN,UPPER MANYA KROBO,2014,PLANTAIN,387.00,9.85,3811.95
EASTERN,KWAHU SOUTH,2014,GROUNDNUT,865.00,1.40,1211.00
EASTERN,KWAHU EAST,2014,GROUNDNUT,855.00,1.35,1154.25
EASTERN,FANTEAKWA,2014,GROUNDNUT,393.00,1.20,471.60
EASTERN,AFRAM PLAINS,2014,GROUNDNUT,8350.00,1.40,11690.00
EASTERN,AKUAPIM SOUTH,2014,COWPEA,137.00,1.00,137.00
EASTERN,NEW JUABEN,2014,COWPEA,48.00,1.20,57.60
EASTERN,YILO KROBO,2014,COWPEA,29.00,1.20,34.80
EASTERN,KWAHU SOUTH,2014,COWPEA,22.00,0.81,17.82
EASTERN,KWAHU EAST,2014,COWPEA,14.00, -   , -   
EASTERN,FANTEAKWA,2014,COWPEA,686.00,1.20,823.20
EASTERN,AFRAM PLAINS,2014,COWPEA,1175.00,1.30,1527.50
EASTERN,LOWER MANYA KROBO,2014,COWPEA,44.00,1.20,52.80
EASTERN,UPPER MANYA KROBO,2014,COWPEA,76.00,1.30,98.80
UPPER EAST,BUILSA,2014,MILLET,5589.00,0.72,4024.08
UPPER EAST,KASSENA NANKANA EAST ,2014,MILLET,2958.00,0.56,1656.48
UPPER EAST,KASSENA NANKANA WEST,2014,MILLET,1972.00,0.56,1104.32
UPPER EAST,BOLGATANGA MUNICIPAL,2014,MILLET,3583.00,1.00,3583.00
UPPER EAST,BAWKU MUNICIPAL,2014,MILLET,9760.00,0.96,9369.60
UPPER EAST,BAWKU WEST,2014,MILLET,10900.00,0.97,10573.00
UPPER EAST,BONGO,2014,MILLET,5464.00,0.68,3715.52
UPPER EAST,GARU TEMPANE,2014,MILLET,6890.00,0.80,5512.00
UPPER EAST,TALENSI NABDAM,2014,MILLET,4250.00,0.54,2295.00
UPPER EAST,BUILSA,2014,SORGHUM,5300.00,1.12,5936.00
UPPER EAST,KASSENA NANKANA EAST ,2014,SORGHUM,4623.00,0.82,3790.86
UPPER EAST,KASSENA NANKANA WEST,2014,SORGHUM,2972.00,0.89,2645.08
UPPER EAST,BOLGATANGA MUNICIPAL,2014,SORGHUM,4844.00,1.30,6297.20
UPPER EAST,BAWKU MUNICIPAL,2014,SORGHUM,8600.00,0.98,8428.00
UPPER EAST,BAWKU WEST,2014,SORGHUM,10700.00,1.08,11556.00
UPPER EAST,BONGO,2014,SORGHUM,4483.00,0.91,4079.53
UPPER EAST,GARU TEMPANE,2014,SORGHUM,6950.00,0.64,4448.00
UPPER EAST,TALENSI NABDAM,2014,SORGHUM,4204.00,1.00,4204.00
UPPER EAST,BUILSA,2014,GROUNDNUT,6446.00,1.30,8379.80
UPPER EAST,KASSENA NANKANA EAST ,2014,GROUNDNUT,6390.00,0.55,3514.50
UPPER EAST,KASSENA NANKANA WEST,2014,GROUNDNUT,4260.00,0.57,2428.20
UPPER EAST,BOLGATANGA MUNICIPAL,2014,GROUNDNUT,6388.00,0.80,5110.40
UPPER EAST,BAWKU MUNICIPAL,2014,GROUNDNUT,12250.00,0.70,8575.00
UPPER EAST,BAWKU WEST,2014,GROUNDNUT,9400.00,0.83,7802.00
UPPER EAST,BONGO,2014,GROUNDNUT,6185.00,0.61,3772.85
UPPER EAST,GARU TEMPANE,2014,GROUNDNUT,6000.00,0.60,3600.00
UPPER EAST,TALENSI NABDAM,2014,GROUNDNUT,4091.00,0.44,1800.04
UPPER EAST,BUILSA,2014,COWPEA,1467.00,0.50,733.50
UPPER EAST,KASSENA NANKANA EAST ,2014,COWPEA,705.00,0.67,472.35
UPPER EAST,KASSENA NANKANA WEST,2014,COWPEA,503.00,0.70,352.10
UPPER EAST,BOLGATANGA MUNICIPAL,2014,COWPEA,1345.00,0.23,309.35
UPPER EAST,BAWKU MUNICIPAL,2014,COWPEA,3215.00,0.80,2572.00
UPPER EAST,BAWKU WEST,2014,COWPEA,3000.00,0.75,2250.00
UPPER EAST,BONGO,2014,COWPEA,1650.00,0.81,1336.50
UPPER EAST,GARU TEMPANE,2014,COWPEA,4950.00,0.75,3712.50
UPPER EAST,TALENSI NABDAM,2014,COWPEA,1400.00,0.52,728.00
UPPER WEST,WA WEST,2014,MILLET,6940.00,0.40,2776.00
UPPER WEST,WA EAST,2014,MILLET,6580.00,0.72,4737.60
UPPER WEST,WA MUNICIPAL,2014,MILLET,6890.00,0.98,6752.20
UPPER WEST,LAWRA,2014,MILLET,10780.00,0.92,9917.60
UPPER WEST,SISSALA EAST,2014,MILLET,3250.00,1.14,3705.00
UPPER WEST,SISSALA WEST,2014,MILLET,4960.00,0.91,4520.41
UPPER WEST,JIRAPA,2014,MILLET,8670.00,0.38,3302.01
UPPER WEST,LAMBUSSIE-KARNI,2014,MILLET,6450.00,0.55,3547.50
UPPER WEST,NADOWLI,2014,MILLET,7600.00,0.95,7220.00
UPPER WEST,WA WEST,2014,SORGHUM,6100.00,0.76,4636.00
UPPER WEST,WA EAST,2014,SORGHUM,3910.00,0.87,3401.70
UPPER WEST,WA MUNICIPAL,2014,SORGHUM,6950.00,0.92,6394.00
UPPER WEST,LAWRA,2014,SORGHUM,36800.00,1.13,41584.00
UPPER WEST,SISSALA EAST,2014,SORGHUM,890.00,1.52,1352.80
UPPER WEST,SISSALA WEST,2014,SORGHUM,9360.00,0.86,8049.60
UPPER WEST,JIRAPA,2014,SORGHUM,12150.00,0.55,6682.50
UPPER WEST,LAMBUSSIE-KARNI,2014,SORGHUM,7420.00,0.56,4155.20
UPPER WEST,NADOWLI,2014,SORGHUM,19540.00,0.88,17195.20
UPPER WEST,WA WEST,2014,GROUNDNUT,21130.00,1.50,31695.00
UPPER WEST,WA EAST,2014,GROUNDNUT,13040.00,1.10,14278.80
UPPER WEST,WA MUNICIPAL,2014,GROUNDNUT,17520.00,1.08,18921.60
UPPER WEST,LAWRA,2014,GROUNDNUT,6980.00,1.42,9911.60
UPPER WEST,SISSALA EAST,2014,GROUNDNUT,8020.00,1.04,8340.80
UPPER WEST,SISSALA WEST,2014,GROUNDNUT,9980.00,1.61,16067.80
UPPER WEST,JIRAPA,2014,GROUNDNUT,14950.00,1.24,18538.00
UPPER WEST,LAMBUSSIE-KARNI,2014,GROUNDNUT,8650.00,0.75,6487.50
UPPER WEST,NADOWLI,2014,GROUNDNUT,28940.00,0.92,26624.80
UPPER WEST,WA WEST,2014,COWPEA,5210.00,1.20,6252.00
UPPER WEST,WA EAST,2014,COWPEA,5680.00,1.06,6020.80
UPPER WEST,WA MUNICIPAL,2014,COWPEA,5420.00,1.04,5636.80
UPPER WEST,LAWRA,2014,COWPEA,280.00,1.41,394.80
UPPER WEST,SISSALA EAST,2014,COWPEA,2140.00,0.97,2075.80
UPPER WEST,SISSALA WEST,2014,COWPEA,12950.00,1.08,13986.00
UPPER WEST,JIRAPA,2014,COWPEA,8740.00,0.79,6904.60
UPPER WEST,LAMBUSSIE-KARNI,2014,COWPEA,5530.00,0.73,4036.90
UPPER WEST,NADOWLI,2014,COWPEA,26170.00,1.15,30095.50
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2014,COCOYAM,1530.00,6.50,9945.00
VOLTA,SOUTH DAYI,2014,COCOYAM,70.00,5.20,364.00
VOLTA,HOHOE MUNICIPAL,2014,COCOYAM,1503.00,3.85,5786.55
VOLTA,JASIKAN,2014,COCOYAM,1124.00,10.70,12026.80
VOLTA,BIAKOYE,2014,COCOYAM,1055.00,10.70,11288.50
VOLTA,KADJEBI,2014,COCOYAM,1290.00,8.81,11364.90
VOLTA,NKWANTA NORTH,2014,COCOYAM,5012.00,5.90,29570.80
VOLTA,NKWANTA SOUTH,2014,COCOYAM,4430.00,6.60,29238.00
VOLTA,KRACHI WEST,2014,COCOYAM,5900.00,3.58,21122.00
VOLTA,KRACHI EAST,2014,COCOYAM,7530.00,4.12,31023.60
VOLTA,HO MUNICIPAL,2014,COCOYAM,892.00,3.66,3264.72
VOLTA,ADAKLU ANYIGBE,2014,COCOYAM,255.00,5.33,1359.15
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2014,PLANTAIN,250.00,5.32,1330.00
VOLTA,SOUTH DAYI,2014,PLANTAIN,180.00,6.00,1080.00
VOLTA,HOHOE MUNICIPAL,2014,PLANTAIN,632.00,6.72,4247.04
VOLTA,JASIKAN,2014,PLANTAIN,3381.00,8.95,30259.95
VOLTA,BIAKOYE,2014,PLANTAIN,1080.00,8.94,9655.20
VOLTA,KADJEBI,2014,PLANTAIN,2525.00,7.87,19871.75
VOLTA,NKWANTA NORTH,2014,PLANTAIN,278.00,7.15,1987.70
VOLTA,NKWANTA SOUTH,2014,PLANTAIN,247.00,6.85,1691.95
VOLTA,KRACHI WEST,2014,PLANTAIN,151.00,5.23,789.73
VOLTA,KRACHI EAST,2014,PLANTAIN,210.00,6.22,1306.20
VOLTA,HO MUNICIPAL,2014,PLANTAIN,320.00,10.44,3340.80
VOLTA,ADAKLU ANYIGBE,2014,PLANTAIN,52.00,5.45,283.40
VOLTA,NKWANTA NORTH,2014,SORGHUM,305.00,1.21,369.05
VOLTA,NKWANTA SOUTH,2014,SORGHUM,340.00,1.09,370.60
VOLTA,KRACHI WEST,2014,SORGHUM,2585.00,1.30,3360.50
VOLTA,KRACHI EAST,2014,SORGHUM,1320.00,1.41,1861.20
VOLTA,NORTH TONGU,2014,COWPEA,72.00,1.34,96.48
VOLTA,SOUTH TONGU (SOGAKOPE),2014,COWPEA,50.00,1.30,65.00
VOLTA,AKATSI,2014,COWPEA,736.00,2.31,1700.16
VOLTA,KETA MUNICIPAL,2014,COWPEA,514.00,1.10,565.40
VOLTA,NKWANTA NORTH,2014,COWPEA,410.00,1.20,492.00
VOLTA,NKWANTA SOUTH,2014,COWPEA,793.00,1.22,967.46
VOLTA,KRACHI WEST,2014,COWPEA,278.00,1.25,347.50
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2014,COCOYAM,22.00,4.49,98.78
WESTERN,SHAMA ,2014,COCOYAM,26.00,3.57,92.82
WESTERN,AHANTA WEST,2014,COCOYAM,202.00,4.82,973.64
WESTERN,MPORHOR WASSA EAST,2014,COCOYAM,1955.00,4.45,8689.98
WESTERN,TARKWA NSUAEM,2014,COCOYAM,312.00,4.89,1525.68
WESTERN,PRESTEA HUNI-VALLEY,2014,COCOYAM,229.00,5.95,1362.55
WESTERN,NZEMA EAST,2014,COCOYAM,148.00,4.83,714.84
WESTERN,ELLEMBELE,2014,COCOYAM,56.00,4.15,232.40
WESTERN,JOMORO,2014,COCOYAM,112.00,3.92,439.04
WESTERN,AMENFI EAST,2014,COCOYAM,1343.00,5.98,8031.14
WESTERN,AMENFI  WEST (WASSA AMENFI),2014,COCOYAM,1063.00,4.29,4554.96
WESTERN,AOWIN -SUAMAN,2014,COCOYAM,6644.00,4.71,31260.02
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2014,COCOYAM,7591.00,5.92,44938.72
WESTERN,SEFWI-WIAWSO,2014,COCOYAM,4520.00,6.99,31594.80
WESTERN,AKONTOMBRA,2014,COCOYAM,7331.00,6.44,47211.64
WESTERN,BIA,2014,COCOYAM,4142.00,4.44,18390.48
WESTERN,JUABESO,2014,COCOYAM,7732.00,5.82,44961.58
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2014,PLANTAIN,359.00,8.95,3213.05
WESTERN,SHAMA ,2014,PLANTAIN,274.00,4.75,1301.50
WESTERN,AHANTA WEST,2014,PLANTAIN,323.00,7.05,2277.15
WESTERN,MPORHOR WASSA EAST,2014,PLANTAIN,1957.00,7.80,15264.60
WESTERN,TARKWA NSUAEM,2014,PLANTAIN,685.00,7.83,5363.55
WESTERN,PRESTEA HUNI-VALLEY,2014,PLANTAIN,617.00,9.57,5904.69
WESTERN,NZEMA EAST,2014,PLANTAIN,378.00,9.23,3488.94
WESTERN,ELLEMBELE,2014,PLANTAIN,319.00,5.14,1639.66
WESTERN,JOMORO,2014,PLANTAIN,342.00,10.72,3666.24
WESTERN,AMENFI EAST,2014,PLANTAIN,5002.00,10.62,53121.24
WESTERN,AMENFI  WEST (WASSA AMENFI),2014,PLANTAIN,6412.00,9.40,60269.59
WESTERN,AOWIN -SUAMAN,2014,PLANTAIN,13233.00,9.04,119632.94
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2014,PLANTAIN,9551.00,9.57,91403.07
WESTERN,SEFWI-WIAWSO,2014,PLANTAIN,7114.00,9.71,69076.94
WESTERN,AKONTOMBRA,2014,PLANTAIN,6213.00,9.90,61508.70
WESTERN,BIA,2014,PLANTAIN,6126.00,7.95,48701.70
WESTERN,JUABESO,2014,PLANTAIN,10023.00,8.82,88352.75
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,MAIZE,655.00,1.03,674.00
WESTERN,SHAMA ,2015,MAIZE,390.00,1.03,401.31
WESTERN,AHANTA WEST,2015,MAIZE,1355.00,1.11,1500.53
WESTERN,MPORHOR WASSA EAST,2015,MAIZE,2742.00,1.23,3358.95
WESTERN,TARKWA NSUAEM,2015,MAIZE,1215.00,1.18,1428.84
WESTERN,PRESTEA HUNI-VALLEY,2015,MAIZE,1297.00,1.18,1525.27
WESTERN,NZEMA EAST,2015,MAIZE,1590.00,1.18,1869.84
WESTERN,ELLEMBELE,2015,MAIZE,615.00,1.18,723.24
WESTERN,JOMORO,2015,MAIZE,815.00,1.18,958.44
WESTERN,AMENFI EAST,2015,MAIZE,4487.00,1.18,5276.71
WESTERN,AMENFI  WEST (WASSA AMENFI),2015,MAIZE,4785.00,1.18,5627.16
WESTERN,AOWIN -SUAMAN,2015,MAIZE,8904.00,1.18,10471.10
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,MAIZE,4740.00,1.18,5574.24
WESTERN,SEFWI-WIAWSO,2015,MAIZE,5280.00,1.18,6209.28
WESTERN,AKONTOMBRA,2015,MAIZE,3805.00,1.18,4474.68
WESTERN,BIA,2015,MAIZE,6258.00,2.01,12572.32
WESTERN,JUABESO,2015,MAIZE,8832.00,1.25,11035.58
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,RICE,65.12,0.88,57.57
WESTERN,SHAMA ,2015,RICE,134.72,1.08,145.57
WESTERN,AHANTA WEST,2015,RICE,117.88, -   , -   
WESTERN,MPORHOR WASSA EAST,2015,RICE,207.70,1.11,229.52
WESTERN,TARKWA NSUAEM,2015,RICE,1100.25,1.08,1188.83
WESTERN,PRESTEA HUNI-VALLEY,2015,RICE,1336.02,1.13,1509.20
WESTERN,NZEMA EAST,2015,RICE,392.95,1.15,451.60
WESTERN,ELLEMBELE,2015,RICE,920.62,1.08,994.73
WESTERN,JOMORO,2015,RICE,1257.43,1.14,1432.77
WESTERN,AMENFI EAST,2015,RICE,1407.88,1.13,1590.36
WESTERN,AMENFI  WEST (WASSA AMENFI),2015,RICE,2327.37,1.08,2514.74
WESTERN,AOWIN -SUAMAN,2015,RICE,2771.97,1.23,3403.55
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,RICE,2044.45,1.18,2409.86
WESTERN,SEFWI-WIAWSO,2015,RICE,3606.14,1.28,4604.89
WESTERN,AKONTOMBRA,2015,RICE,1456.15,1.18,1716.41
WESTERN,BIA,2015,RICE,3654.41,1.18,4307.58
WESTERN,JUABESO,2015,RICE,4875.92,1.47,7184.25
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,CASSAVA,1750.00,10.23,17908.02
WESTERN,SHAMA ,2015,CASSAVA,1551.00,13.49,20929.61
WESTERN,AHANTA WEST,2015,CASSAVA,4250.00,11.97,50876.96
WESTERN,MPORHOR WASSA EAST,2015,CASSAVA,6880.00,12.75,87706.19
WESTERN,TARKWA NSUAEM,2015,CASSAVA,3955.00,9.52,37641.90
WESTERN,PRESTEA HUNI-VALLEY,2015,CASSAVA,2344.00,12.55,29426.01
WESTERN,NZEMA EAST,2015,CASSAVA,5946.00,11.45,68079.80
WESTERN,ELLEMBELE,2015,CASSAVA,3250.00,10.54,34254.48
WESTERN,JOMORO,2015,CASSAVA,4843.00,12.19,59015.50
WESTERN,AMENFI EAST,2015,CASSAVA,5320.00,11.04,58736.86
WESTERN,AMENFI  WEST (WASSA AMENFI),2015,CASSAVA,4520.00,11.38,51452.21
WESTERN,AOWIN -SUAMAN,2015,CASSAVA,13705.00,10.53,144308.40
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,CASSAVA,7511.00,12.98,97516.22
WESTERN,SEFWI-WIAWSO,2015,CASSAVA,5745.00,13.64,78346.79
WESTERN,AKONTOMBRA,2015,CASSAVA,4250.00,9.70,41231.63
WESTERN,BIA,2015,CASSAVA,3024.00,9.39,28410.09
WESTERN,JUABESO,2015,CASSAVA,7320.00,12.05,88189.33
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),2015,YAM,30.00,4.91,147.39
WESTERN,SHAMA ,2015,YAM,43.00,3.89,167.42
WESTERN,AHANTA WEST,2015,YAM,25.00,4.78,119.48
WESTERN,MPORHOR WASSA EAST,2015,YAM,260.00,4.34,1127.44
WESTERN,TARKWA NSUAEM,2015,YAM,185.00,6.08,1124.25
WESTERN,PRESTEA HUNI-VALLEY,2015,YAM,112.00,6.05,677.16
WESTERN,NZEMA EAST,2015,YAM,36.00,4.83,173.91
WESTERN,ELLEMBELE,2015,YAM,27.00,4.02,108.46
WESTERN,JOMORO,2015,YAM,20.00,4.93,98.69
WESTERN,AMENFI EAST,2015,YAM,540.00,7.62,4115.88
WESTERN,AMENFI  WEST (WASSA AMENFI),2015,YAM,716.00,5.83,4174.87
WESTERN,AOWIN -SUAMAN,2015,YAM,1050.00,6.66,6991.90
WESTERN,BIBIANI-ANHWIASO-BEKWAI,2015,YAM,2710.00,8.08,21897.75
WESTERN,SEFWI-WIAWSO,2015,YAM,1749.00,9.19,16076.32
WESTERN,AKONTOMBRA,2015,YAM,1344.00,7.73,10382.40
WESTERN,BIA,2015,YAM,1747.00,6.71,11723.16
WESTERN,JUABESO,2015,YAM,1886.00,9.90,18668.19
CENTRAL,UPPER DENKYIRA EAST,2015,MAIZE,2896.46,2.54,7363.97
CENTRAL,UPPER DENKYIRA WEST,2015,MAIZE,4178.58,2.33,9733.68
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,MAIZE,3562.40,3.19,11380.59
CENTRAL,ASSIN SOUTH,2015,MAIZE,3179.67,3.17,10073.25
CENTRAL,ASSIN NORTH,2015,MAIZE,9645.12,1.14,11041.22
CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,MAIZE,3960.50,2.93,11598.01
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,MAIZE,3666.32,2.80,10248.50
CENTRAL,MFANTSIMAN,2015,MAIZE,6509.36,2.40,15596.30
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2015,MAIZE,10321.31,1.86,19234.17
CENTRAL,AJUMAKO-ENYAN-ESIAM,2015,MAIZE,3805.36,1.73,6584.91
CENTRAL,EFFUTU (WINNEBA),2015,MAIZE,4562.77,2.48,11296.72
CENTRAL,AWUTU-SENYA,2015,MAIZE,8434.00,2.29,19309.56
CENTRAL,GOMOA EAST,2015,MAIZE,2387.13,2.60,6196.15
CENTRAL,GOMOA WEST,2015,MAIZE,2573.74,2.36,6063.85
CENTRAL,CAPE COAST,2015,MAIZE,5683.16,1.92,10893.39
CENTRAL,AGONA EAST,2015,MAIZE,1864.63,2.18,4070.49
CENTRAL,AGONA WEST (SWEDRU),2015,MAIZE,1504.54,2.16,3244.36
CENTRAL,UPPER DENKYIRA EAST,2015,RICE,167.14,1.14,190.30
CENTRAL,UPPER DENKYIRA WEST,2015,RICE,456.22,1.21,553.23
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,RICE,412.07,1.02,419.59
CENTRAL,ASSIN SOUTH,2015,RICE,224.96,2.96,666.36
CENTRAL,ASSIN NORTH,2015,RICE,126.14,1.11,140.12
CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,RICE,117.73,1.60,188.54
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,RICE,55.71,1.11,61.89
CENTRAL,GOMOA EAST,2015,RICE,68.33,4.63,316.25
CENTRAL,AGONA EAST,2015,RICE,16.82,1.48,24.91
CENTRAL,UPPER DENKYIRA EAST,2015,CASSAVA,2807.68,17.56,49308.52
CENTRAL,UPPER DENKYIRA WEST,2015,CASSAVA,6474.60,17.44,112928.50
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,CASSAVA,7676.08,20.35,156198.35
CENTRAL,ASSIN SOUTH,2015,CASSAVA,3862.94,30.21,116708.35
