REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT),TOTAL RAINFALL(MM),,
CENTRAL,ASSIN NORTH,1/1/2014,COCOYAM,"1,232.00",2.3,"2,833.60",1447,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2014,COCOYAM,648,4.4,"2,851.20",1447,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2014,COCOYAM,19.3,5.1,98.43,1447,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2014,COCOYAM,908,6,"5,448.00",1447,,
CENTRAL,AGONA WEST (SWEDRU),1/1/2014,COCOYAM,35.2,3,105.6,1447,,
CENTRAL,UPPER DENKYIRA EAST,1/1/2014,PLANTAIN,"2,366.00",8.87,"20,986.42",1447,,
CENTRAL,UPPER DENKYIRA WEST,1/1/2014,PLANTAIN,"3,512.00",9.1,"31,959.20",1447,,
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,1/1/2014,PLANTAIN,"2,841.00",9.03,"25,654.23",1447,,
CENTRAL,ASSIN SOUTH,1/1/2014,PLANTAIN,"1,754.00",11.5,"20,171.00",1447,,
CENTRAL,ASSIN NORTH,1/1/2014,PLANTAIN,"1,935.00",7.2,"13,932.00",1447,,
CENTRAL,ABURA-ASEBU-KWAMANKESE,1/1/2014,PLANTAIN,"1,478.00",1.54,"2,276.12",1447,,
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,1/1/2014,PLANTAIN,519,9.3,"4,826.70",1447,,
CENTRAL,MFANTSIMAN,1/1/2014,PLANTAIN,440,7.4,"3,256.00",1447,,
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,1/1/2014,PLANTAIN,605,8.4,"5,082.00",1447,,
CENTRAL,AJUMAKO-ENYAN-ESIAM,1/1/2014,PLANTAIN,698,7.5,"5,235.00",1447,,
CENTRAL,EFFUTU (WINNEBA),1/1/2014,PLANTAIN,17,11.45,194.65,1447,,
CENTRAL,AWUTU-SENYA,1/1/2014,PLANTAIN,57,13.81,787.17,1447,,
CENTRAL,GOMOA EAST,1/1/2014,PLANTAIN,17,10,170,1447,,
CENTRAL,GOMOA WEST,1/1/2014,PLANTAIN,19,8.86,168.34,1447,,
CENTRAL,CAPE COAST,1/1/2014,PLANTAIN,132,6.7,884.4,1447,,
CENTRAL,AGONA EAST,1/1/2014,PLANTAIN,"1,468.00",6.82,"10,011.76",1447,,
CENTRAL,AGONA WEST (SWEDRU),1/1/2014,PLANTAIN,"1,335.00",12.3,"16,420.50",1447,,
EASTERN,BIRIM SOUTH,1/1/2014,COCOYAM,"1,768.00",9.3,"16,442.40",1271,,
EASTERN,BIRIM CENTRAL,1/1/2014,COCOYAM,"2,379.00",9.4,"22,362.60",1271,,
EASTERN,WEST AKIM,1/1/2014,COCOYAM,"1,248.00",7.1,"8,860.80",1271,,
EASTERN,SUHUM KRABOA COALTAR,1/1/2014,COCOYAM,561,8.1,"4,544.10",1271,,
EASTERN,AKUAPIM SOUTH,1/1/2014,COCOYAM,285,5.3,"1,510.50",1271,,
EASTERN,AKUAPIM NORTH,1/1/2014,COCOYAM,317,8.1,"2,567.70",1271,,
EASTERN,NEW JUABEN,1/1/2014,COCOYAM,324,7.8,"2,527.20",1271,,
EASTERN,YILO KROBO,1/1/2014,COCOYAM,832,5.3,"4,409.60",1271,,
EASTERN,EAST AKIM,1/1/2014,COCOYAM,"2,258.00",8.5,"19,193.00",1271,,
EASTERN,ATIWA,1/1/2014,COCOYAM,"3,558.00",9.9,"35,224.20",1271,,
EASTERN,KWAEBIBIREM,1/1/2014,COCOYAM,"2,725.00",8.7,"23,707.50",1271,,
EASTERN,BIRIM NORTH,1/1/2014,COCOYAM,934,8.2,"7,658.80",1271,,
EASTERN,AKYEMANSA,1/1/2014,COCOYAM,"1,323.00",8.6,"11,377.80",1271,,
EASTERN,KWAHU WEST,1/1/2014,COCOYAM,"1,091.00",7.78,"8,487.98",1271,,
EASTERN,KWAHU SOUTH,1/1/2014,COCOYAM,499,7.7,"3,842.30",1271,,
EASTERN,KWAHU EAST,1/1/2014,COCOYAM,475,7.6,"3,610.00",1271,,
EASTERN,FANTEAKWA,1/1/2014,COCOYAM,"7,598.00",8.9,"67,622.20",1271,,
EASTERN,AFRAM PLAINS,1/1/2014,COCOYAM,40,5,200,1271,,
EASTERN,ASUOGYAMAN,1/1/2014,COCOYAM,36,5,180,1271,,
EASTERN,LOWER MANYA KROBO,1/1/2014,COCOYAM,50,7,350,1271,,
EASTERN,UPPER MANYA KROBO,1/1/2014,COCOYAM,78,7,546,1271,,
EASTERN,BIRIM SOUTH,1/1/2014,PLANTAIN,"3,636.00",10.8,"39,268.80",1271,,
EASTERN,BIRIM CENTRAL,1/1/2014,PLANTAIN,"4,956.00",10.7,"53,029.20",1271,,
EASTERN,WEST AKIM,1/1/2014,PLANTAIN,"9,694.00",10.25,"99,363.50",1271,,
EASTERN,SUHUM KRABOA COALTAR,1/1/2014,PLANTAIN,"7,590.00",8.7,"66,033.00",1271,,
EASTERN,AKUAPIM SOUTH,1/1/2014,PLANTAIN,"1,560.00",9.3,"14,508.00",1271,,
EASTERN,AKUAPIM NORTH,1/1/2014,PLANTAIN,"1,620.00",9.8,"15,876.00",1271,,
EASTERN,NEW JUABEN,1/1/2014,PLANTAIN,831,10.4,"8,642.40",1271,,
EASTERN,YILO KROBO,1/1/2014,PLANTAIN,596,9.2,"5,483.20",1271,,
EASTERN,EAST AKIM,1/1/2014,PLANTAIN,"4,973.00",10.7,"53,211.10",1271,,
EASTERN,ATIWA,1/1/2014,PLANTAIN,"8,019.00",8.6,"68,963.40",1271,,
EASTERN,KWAEBIBIREM,1/1/2014,PLANTAIN,"5,860.00",10,"58,600.00",1271,,
EASTERN,BIRIM NORTH,1/1/2014,PLANTAIN,"4,440.00",10.42,"46,264.80",1271,,
EASTERN,AKYEMANSA,1/1/2014,PLANTAIN,"6,363.00",9.9,"62,993.70",1271,,
EASTERN,KWAHU WEST,1/1/2014,PLANTAIN,"2,425.00",10.5,"25,462.50",1271,,
EASTERN,KWAHU SOUTH,1/1/2014,PLANTAIN,"4,490.00",9.5,"42,655.00",1271,,
EASTERN,KWAHU EAST,1/1/2014,PLANTAIN,"3,045.00",9.4,"28,623.00",1271,,
EASTERN,FANTEAKWA,1/1/2014,PLANTAIN,"13,727.00",10.7,"146,878.90",1271,,
EASTERN,AFRAM PLAINS,1/1/2014,PLANTAIN,136,6.8,924.8,1271,,
EASTERN,ASUOGYAMAN,1/1/2014,PLANTAIN,902,8.3,"7,486.60",1271,,
EASTERN,LOWER MANYA KROBO,1/1/2014,PLANTAIN,248,9.7,"2,405.60",1271,,
EASTERN,UPPER MANYA KROBO,1/1/2014,PLANTAIN,387,9.85,"3,811.95",1271,,
EASTERN,KWAHU SOUTH,1/1/2014,GROUNDNUT,865,1.4,"1,211.00",1271,,
EASTERN,KWAHU EAST,1/1/2014,GROUNDNUT,855,1.35,"1,154.25",1271,,
EASTERN,FANTEAKWA,1/1/2014,GROUNDNUT,393,1.2,471.6,1271,,
EASTERN,AFRAM PLAINS,1/1/2014,GROUNDNUT,"8,350.00",1.4,"11,690.00",1271,,
EASTERN,AKUAPIM SOUTH,1/1/2014,COWPEA,137,1,137,1271,,
EASTERN,NEW JUABEN,1/1/2014,COWPEA,48,1.2,57.6,1271,,
EASTERN,YILO KROBO,1/1/2014,COWPEA,29,1.2,34.8,1271,,
EASTERN,KWAHU SOUTH,1/1/2014,COWPEA,22,0.81,17.82,1271,,
EASTERN,KWAHU EAST,1/1/2014,COWPEA,14, -   , -   ,1271,,
EASTERN,FANTEAKWA,1/1/2014,COWPEA,686,1.2,823.2,1271,,
EASTERN,AFRAM PLAINS,1/1/2014,COWPEA,"1,175.00",1.3,"1,527.50",1271,,
EASTERN,LOWER MANYA KROBO,1/1/2014,COWPEA,44,1.2,52.8,1271,,
EASTERN,UPPER MANYA KROBO,1/1/2014,COWPEA,76,1.3,98.8,1271,,
UPPER EAST,BUILSA,1/1/2014,MILLET,"5,589.00",0.72,"4,024.08",707,,
UPPER EAST,KASSENA NANKANA EAST ,1/1/2014,MILLET,"2,958.00",0.56,"1,656.48",707,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2014,MILLET,"1,972.00",0.56,"1,104.32",707,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2014,MILLET,"3,583.00",1,"3,583.00",707,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2014,MILLET,"9,760.00",0.96,"9,369.60",707,,
UPPER EAST,BAWKU WEST,1/1/2014,MILLET,"10,900.00",0.97,"10,573.00",707,,
UPPER EAST,BONGO,1/1/2014,MILLET,"5,464.00",0.68,"3,715.52",707,,
UPPER EAST,GARU TEMPANE,1/1/2014,MILLET,"6,890.00",0.8,"5,512.00",707,,
UPPER EAST,TALENSI NABDAM,1/1/2014,MILLET,"4,250.00",0.54,"2,295.00",707,,
UPPER EAST,BUILSA,1/1/2014,SORGHUM,"5,300.00",1.12,"5,936.00",707,,
UPPER EAST,KASSENA NANKANA EAST ,1/1/2014,SORGHUM,"4,623.00",0.82,"3,790.86",707,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2014,SORGHUM,"2,972.00",0.89,"2,645.08",707,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2014,SORGHUM,"4,844.00",1.3,"6,297.20",707,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2014,SORGHUM,"8,600.00",0.98,"8,428.00",707,,
UPPER EAST,BAWKU WEST,1/1/2014,SORGHUM,"10,700.00",1.08,"11,556.00",707,,
UPPER EAST,BONGO,1/1/2014,SORGHUM,"4,483.00",0.91,"4,079.53",707,,
UPPER EAST,GARU TEMPANE,1/1/2014,SORGHUM,"6,950.00",0.64,"4,448.00",707,,
UPPER EAST,TALENSI NABDAM,1/1/2014,SORGHUM,"4,204.00",1,"4,204.00",707,,
UPPER EAST,BUILSA,1/1/2014,GROUNDNUT,"6,446.00",1.3,"8,379.80",707,,
UPPER EAST,KASSENA NANKANA EAST ,1/1/2014,GROUNDNUT,"6,390.00",0.55,"3,514.50",707,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2014,GROUNDNUT,"4,260.00",0.57,"2,428.20",707,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2014,GROUNDNUT,"6,388.00",0.8,"5,110.40",707,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2014,GROUNDNUT,"12,250.00",0.7,"8,575.00",707,,
UPPER EAST,BAWKU WEST,1/1/2014,GROUNDNUT,"9,400.00",0.83,"7,802.00",707,,
UPPER EAST,BONGO,1/1/2014,GROUNDNUT,"6,185.00",0.61,"3,772.85",707,,
UPPER EAST,GARU TEMPANE,1/1/2014,GROUNDNUT,"6,000.00",0.6,"3,600.00",707,,
UPPER EAST,TALENSI NABDAM,1/1/2014,GROUNDNUT,"4,091.00",0.44,"1,800.04",707,,
UPPER EAST,BUILSA,1/1/2014,COWPEA,"1,467.00",0.5,733.5,707,,
UPPER EAST,KASSENA NANKANA EAST ,1/1/2014,COWPEA,705,0.67,472.35,707,,
UPPER EAST,KASSENA NANKANA WEST,1/1/2014,COWPEA,503,0.7,352.1,707,,
UPPER EAST,BOLGATANGA MUNICIPAL,1/1/2014,COWPEA,"1,345.00",0.23,309.35,707,,
UPPER EAST,BAWKU MUNICIPAL,1/1/2014,COWPEA,"3,215.00",0.8,"2,572.00",707,,
UPPER EAST,BAWKU WEST,1/1/2014,COWPEA,"3,000.00",0.75,"2,250.00",707,,
UPPER EAST,BONGO,1/1/2014,COWPEA,"1,650.00",0.81,"1,336.50",707,,
UPPER EAST,GARU TEMPANE,1/1/2014,COWPEA,"4,950.00",0.75,"3,712.50",707,,
UPPER EAST,TALENSI NABDAM,1/1/2014,COWPEA,"1,400.00",0.52,728,707,,
UPPER WEST,WA WEST,1/1/2014,MILLET,"6,940.00",0.4,"2,776.00",300,,
UPPER WEST,WA EAST,1/1/2014,MILLET,"6,580.00",0.72,"4,737.60",300,,
UPPER WEST,WA MUNICIPAL,1/1/2014,MILLET,"6,890.00",0.98,"6,752.20",300,,
UPPER WEST,LAWRA,1/1/2014,MILLET,"10,780.00",0.92,"9,917.60",300,,
UPPER WEST,SISSALA EAST,1/1/2014,MILLET,"3,250.00",1.14,"3,705.00",300,,
UPPER WEST,SISSALA WEST,1/1/2014,MILLET,"4,960.00",0.91,"4,520.41",300,,
UPPER WEST,JIRAPA,1/1/2014,MILLET,"8,670.00",0.38,"3,302.01",300,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2014,MILLET,"6,450.00",0.55,"3,547.50",300,,
UPPER WEST,NADOWLI,1/1/2014,MILLET,"7,600.00",0.95,"7,220.00",300,,
UPPER WEST,WA WEST,1/1/2014,SORGHUM,"6,100.00",0.76,"4,636.00",300,,
UPPER WEST,WA EAST,1/1/2014,SORGHUM,"3,910.00",0.87,"3,401.70",300,,
UPPER WEST,WA MUNICIPAL,1/1/2014,SORGHUM,"6,950.00",0.92,"6,394.00",300,,
UPPER WEST,LAWRA,1/1/2014,SORGHUM,"36,800.00",1.13,"41,584.00",300,,
UPPER WEST,SISSALA EAST,1/1/2014,SORGHUM,890,1.52,"1,352.80",300,,
UPPER WEST,SISSALA WEST,1/1/2014,SORGHUM,"9,360.00",0.86,"8,049.60",300,,
UPPER WEST,JIRAPA,1/1/2014,SORGHUM,"12,150.00",0.55,"6,682.50",300,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2014,SORGHUM,"7,420.00",0.56,"4,155.20",300,,
UPPER WEST,NADOWLI,1/1/2014,SORGHUM,"19,540.00",0.88,"17,195.20",300,,
UPPER WEST,WA WEST,1/1/2014,GROUNDNUT,"21,130.00",1.5,"31,695.00",300,,
UPPER WEST,WA EAST,1/1/2014,GROUNDNUT,"13,040.00",1.1,"14,278.80",300,,
UPPER WEST,WA MUNICIPAL,1/1/2014,GROUNDNUT,"17,520.00",1.08,"18,921.60",300,,
UPPER WEST,LAWRA,1/1/2014,GROUNDNUT,"6,980.00",1.42,"9,911.60",300,,
UPPER WEST,SISSALA EAST,1/1/2014,GROUNDNUT,"8,020.00",1.04,"8,340.80",300,,
UPPER WEST,SISSALA WEST,1/1/2014,GROUNDNUT,"9,980.00",1.61,"16,067.80",300,,
UPPER WEST,JIRAPA,1/1/2014,GROUNDNUT,"14,950.00",1.24,"18,538.00",300,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2014,GROUNDNUT,"8,650.00",0.75,"6,487.50",300,,
UPPER WEST,NADOWLI,1/1/2014,GROUNDNUT,"28,940.00",0.92,"26,624.80",300,,
UPPER WEST,WA WEST,1/1/2014,COWPEA,"5,210.00",1.2,"6,252.00",300,,
UPPER WEST,WA EAST,1/1/2014,COWPEA,"5,680.00",1.06,"6,020.80",300,,
UPPER WEST,WA MUNICIPAL,1/1/2014,COWPEA,"5,420.00",1.04,"5,636.80",300,,
UPPER WEST,LAWRA,1/1/2014,COWPEA,280,1.41,394.8,300,,
UPPER WEST,SISSALA EAST,1/1/2014,COWPEA,"2,140.00",0.97,"2,075.80",300,,
UPPER WEST,SISSALA WEST,1/1/2014,COWPEA,"12,950.00",1.08,"13,986.00",300,,
UPPER WEST,JIRAPA,1/1/2014,COWPEA,"8,740.00",0.79,"6,904.60",300,,
UPPER WEST,LAMBUSSIE-KARNI,1/1/2014,COWPEA,"5,530.00",0.73,"4,036.90",300,,
UPPER WEST,NADOWLI,1/1/2014,COWPEA,"26,170.00",1.15,"30,095.50",300,,
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),1/1/2014,COCOYAM,"1,530.00",6.5,"9,945.00",1368,,
VOLTA,SOUTH DAYI,1/1/2014,COCOYAM,70,5.2,364,1368,,
VOLTA,HOHOE MUNICIPAL,1/1/2014,COCOYAM,"1,503.00",3.85,"5,786.55",1368,,
VOLTA,JASIKAN,1/1/2014,COCOYAM,"1,124.00",10.7,"12,026.80",1368,,
VOLTA,BIAKOYE,1/1/2014,COCOYAM,"1,055.00",10.7,"11,288.50",1368,,
VOLTA,KADJEBI,1/1/2014,COCOYAM,"1,290.00",8.81,"11,364.90",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,COCOYAM,"5,012.00",5.9,"29,570.80",1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,COCOYAM,"4,430.00",6.6,"29,238.00",1368,,
VOLTA,KRACHI WEST,1/1/2014,COCOYAM,"5,900.00",3.58,"21,122.00",1368,,
VOLTA,KRACHI EAST,1/1/2014,COCOYAM,"7,530.00",4.12,"31,023.60",1368,,
VOLTA,HO MUNICIPAL,1/1/2014,COCOYAM,892,3.66,"3,264.72",1368,,
VOLTA,ADAKLU ANYIGBE,1/1/2014,COCOYAM,255,5.33,"1,359.15",1368,,
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),1/1/2014,PLANTAIN,250,5.32,"1,330.00",1368,,
VOLTA,SOUTH DAYI,1/1/2014,PLANTAIN,180,6,"1,080.00",1368,,
VOLTA,HOHOE MUNICIPAL,1/1/2014,PLANTAIN,632,6.72,"4,247.04",1368,,
VOLTA,JASIKAN,1/1/2014,PLANTAIN,"3,381.00",8.95,"30,259.95",1368,,
VOLTA,BIAKOYE,1/1/2014,PLANTAIN,"1,080.00",8.94,"9,655.20",1368,,
VOLTA,KADJEBI,1/1/2014,PLANTAIN,"2,525.00",7.87,"19,871.75",1368,,
VOLTA,NKWANTA NORTH,1/1/2014,PLANTAIN,278,7.15,"1,987.70",1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,PLANTAIN,247,6.85,"1,691.95",1368,,
VOLTA,KRACHI WEST,1/1/2014,PLANTAIN,151,5.23,789.73,1368,,
VOLTA,KRACHI EAST,1/1/2014,PLANTAIN,210,6.22,"1,306.20",1368,,
VOLTA,HO MUNICIPAL,1/1/2014,PLANTAIN,320,10.44,"3,340.80",1368,,
VOLTA,ADAKLU ANYIGBE,1/1/2014,PLANTAIN,52,5.45,283.4,1368,,
VOLTA,NKWANTA NORTH,1/1/2014,SORGHUM,305,1.21,369.05,1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,SORGHUM,340,1.09,370.6,1368,,
VOLTA,KRACHI WEST,1/1/2014,SORGHUM,"2,585.00",1.3,"3,360.50",1368,,
VOLTA,KRACHI EAST,1/1/2014,SORGHUM,"1,320.00",1.41,"1,861.20",1368,,
VOLTA,NORTH TONGU,1/1/2014,COWPEA,72,1.34,96.48,1368,,
VOLTA,SOUTH TONGU (SOGAKOPE),1/1/2014,COWPEA,50,1.3,65,1368,,
VOLTA,AKATSI,1/1/2014,COWPEA,736,2.31,"1,700.16",1368,,
VOLTA,KETA MUNICIPAL,1/1/2014,COWPEA,514,1.1,565.4,1368,,
VOLTA,NKWANTA NORTH,1/1/2014,COWPEA,410,1.2,492,1368,,
VOLTA,NKWANTA SOUTH,1/1/2014,COWPEA,793,1.22,967.46,1368,,
VOLTA,KRACHI WEST,1/1/2014,COWPEA,278,1.25,347.5,1368,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2014,COCOYAM,22,4.49,98.78,1654,,
WESTERN,SHAMA ,1/1/2014,COCOYAM,26,3.57,92.82,1654,,
WESTERN,AHANTA WEST,1/1/2014,COCOYAM,202,4.82,973.64,1654,,
WESTERN,MPORHOR WASSA EAST,1/1/2014,COCOYAM,"1,955.00",4.45,"8,689.98",1654,,
WESTERN,TARKWA NSUAEM,1/1/2014,COCOYAM,312,4.89,"1,525.68",1654,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2014,COCOYAM,229,5.95,"1,362.55",1654,,
WESTERN,NZEMA EAST,1/1/2014,COCOYAM,148,4.83,714.84,1654,,
WESTERN,ELLEMBELE,1/1/2014,COCOYAM,56,4.15,232.4,1654,,
WESTERN,JOMORO,1/1/2014,COCOYAM,112,3.92,439.04,1654,,
WESTERN,AMENFI EAST,1/1/2014,COCOYAM,"1,343.00",5.98,"8,031.14",1654,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2014,COCOYAM,"1,063.00",4.29,"4,554.96",1654,,
WESTERN,AOWIN -SUAMAN,1/1/2014,COCOYAM,"6,644.00",4.71,"31,260.02",1654,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2014,COCOYAM,"7,591.00",5.92,"44,938.72",1654,,
WESTERN,SEFWI-WIAWSO,1/1/2014,COCOYAM,"4,520.00",6.99,"31,594.80",1654,,
WESTERN,AKONTOMBRA,1/1/2014,COCOYAM,"7,331.00",6.44,"47,211.64",1654,,
WESTERN,BIA,1/1/2014,COCOYAM,"4,142.00",4.44,"18,390.48",1654,,
WESTERN,JUABESO,1/1/2014,COCOYAM,"7,732.00",5.82,"44,961.58",1654,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2014,PLANTAIN,359,8.95,"3,213.05",1654,,
WESTERN,SHAMA ,1/1/2014,PLANTAIN,274,4.75,"1,301.50",1654,,
WESTERN,AHANTA WEST,1/1/2014,PLANTAIN,323,7.05,"2,277.15",1654,,
WESTERN,MPORHOR WASSA EAST,1/1/2014,PLANTAIN,"1,957.00",7.8,"15,264.60",1654,,
WESTERN,TARKWA NSUAEM,1/1/2014,PLANTAIN,685,7.83,"5,363.55",1654,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2014,PLANTAIN,617,9.57,"5,904.69",1654,,
WESTERN,NZEMA EAST,1/1/2014,PLANTAIN,378,9.23,"3,488.94",1654,,
WESTERN,ELLEMBELE,1/1/2014,PLANTAIN,319,5.14,"1,639.66",1654,,
WESTERN,JOMORO,1/1/2014,PLANTAIN,342,10.72,"3,666.24",1654,,
WESTERN,AMENFI EAST,1/1/2014,PLANTAIN,"5,002.00",10.62,"53,121.24",1654,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2014,PLANTAIN,"6,412.00",9.4,"60,269.59",1654,,
WESTERN,AOWIN -SUAMAN,1/1/2014,PLANTAIN,"13,233.00",9.04,"119,632.94",1654,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2014,PLANTAIN,"9,551.00",9.57,"91,403.07",1654,,
WESTERN,SEFWI-WIAWSO,1/1/2014,PLANTAIN,"7,114.00",9.71,"69,076.94",1654,,
WESTERN,AKONTOMBRA,1/1/2014,PLANTAIN,"6,213.00",9.9,"61,508.70",1654,,
WESTERN,BIA,1/1/2014,PLANTAIN,"6,126.00",7.95,"48,701.70",1654,,
WESTERN,JUABESO,1/1/2014,PLANTAIN,"10,023.00",8.82,"88,352.75",1654,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2015,MAIZE,655,1.03,674,1144,,
WESTERN,SHAMA ,1/1/2015,MAIZE,390,1.03,401.31,1144,,
WESTERN,AHANTA WEST,1/1/2015,MAIZE,"1,355.00",1.11,"1,500.53",1144,,
WESTERN,MPORHOR WASSA EAST,1/1/2015,MAIZE,"2,742.00",1.23,"3,358.95",1144,,
WESTERN,TARKWA NSUAEM,1/1/2015,MAIZE,"1,215.00",1.18,"1,428.84",1144,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2015,MAIZE,"1,297.00",1.18,"1,525.27",1144,,
WESTERN,NZEMA EAST,1/1/2015,MAIZE,"1,590.00",1.18,"1,869.84",1144,,
WESTERN,ELLEMBELE,1/1/2015,MAIZE,615,1.18,723.24,1144,,
WESTERN,JOMORO,1/1/2015,MAIZE,815,1.18,958.44,1144,,
WESTERN,AMENFI EAST,1/1/2015,MAIZE,"4,487.00",1.18,"5,276.71",1144,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2015,MAIZE,"4,785.00",1.18,"5,627.16",1144,,
WESTERN,AOWIN -SUAMAN,1/1/2015,MAIZE,"8,904.00",1.18,"10,471.10",1144,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2015,MAIZE,"4,740.00",1.18,"5,574.24",1144,,
WESTERN,SEFWI-WIAWSO,1/1/2015,MAIZE,"5,280.00",1.18,"6,209.28",1144,,
WESTERN,AKONTOMBRA,1/1/2015,MAIZE,"3,805.00",1.18,"4,474.68",1144,,
WESTERN,BIA,1/1/2015,MAIZE,"6,258.00",2.01,"12,572.32",1144,,
WESTERN,JUABESO,1/1/2015,MAIZE,"8,832.00",1.25,"11,035.58",1144,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2015,RICE,65.12,0.88,57.57,1144,,
WESTERN,SHAMA ,1/1/2015,RICE,134.72,1.08,145.57,1144,,
WESTERN,AHANTA WEST,1/1/2015,RICE,117.88, -   , -   ,1144,,
WESTERN,MPORHOR WASSA EAST,1/1/2015,RICE,207.7,1.11,229.52,1144,,
WESTERN,TARKWA NSUAEM,1/1/2015,RICE,"1,100.25",1.08,"1,188.83",1144,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2015,RICE,"1,336.02",1.13,"1,509.20",1144,,
WESTERN,NZEMA EAST,1/1/2015,RICE,392.95,1.15,451.6,1144,,
WESTERN,ELLEMBELE,1/1/2015,RICE,920.62,1.08,994.73,1144,,
WESTERN,JOMORO,1/1/2015,RICE,"1,257.43",1.14,"1,432.77",1144,,
WESTERN,AMENFI EAST,1/1/2015,RICE,"1,407.88",1.13,"1,590.36",1144,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2015,RICE,"2,327.37",1.08,"2,514.74",1144,,
WESTERN,AOWIN -SUAMAN,1/1/2015,RICE,"2,771.97",1.23,"3,403.55",1144,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2015,RICE,"2,044.45",1.18,"2,409.86",1144,,
WESTERN,SEFWI-WIAWSO,1/1/2015,RICE,"3,606.14",1.28,"4,604.89",1144,,
WESTERN,AKONTOMBRA,1/1/2015,RICE,"1,456.15",1.18,"1,716.41",1144,,
WESTERN,BIA,1/1/2015,RICE,"3,654.41",1.18,"4,307.58",1144,,
WESTERN,JUABESO,1/1/2015,RICE,"4,875.92",1.47,"7,184.25",1144,,
WESTERN,SEKONDI-TAKORADI MUNICIPAL (STMA),1/1/2015,CASSAVA,"1,750.00",10.23,"17,908.02",1144,,
WESTERN,SHAMA ,1/1/2015,CASSAVA,"1,551.00",13.49,"20,929.61",1144,,
WESTERN,AHANTA WEST,1/1/2015,CASSAVA,"4,250.00",11.97,"50,876.96",1144,,
WESTERN,MPORHOR WASSA EAST,1/1/2015,CASSAVA,"6,880.00",12.75,"87,706.19",1144,,
WESTERN,TARKWA NSUAEM,1/1/2015,CASSAVA,"3,955.00",9.52,"37,641.90",1144,,
WESTERN,PRESTEA HUNI-VALLEY,1/1/2015,CASSAVA,"2,344.00",12.55,"29,426.01",1144,,
WESTERN,NZEMA EAST,1/1/2015,CASSAVA,"5,946.00",11.45,"68,079.80",1144,,
WESTERN,ELLEMBELE,1/1/2015,CASSAVA,"3,250.00",10.54,"34,254.48",1144,,
WESTERN,JOMORO,1/1/2015,CASSAVA,"4,843.00",12.19,"59,015.50",1144,,
WESTERN,AMENFI EAST,1/1/2015,CASSAVA,"5,320.00",11.04,"58,736.86",1144,,
WESTERN,AMENFI  WEST (WASSA AMENFI),1/1/2015,CASSAVA,"4,520.00",11.38,"51,452.21",1144,,
WESTERN,AOWIN -SUAMAN,1/1/2015,CASSAVA,"13,705.00",10.53,"144,308.40",1144,,
WESTERN,BIBIANI-ANHWIASO-BEKWAI,1/1/2015,CASSAVA,"7,511.00",12.98,"97,516.22",1144,,
WESTERN,SEFWI-WIAWSO,1/1/2015,CASSAVA,"5,745.00",13.64,"78,346.79",1144,,
WESTERN,AKONTOMBRA,1/1/2015,CASSAVA,"4,250.00",9.7,"41,231.63",1144,,
